--- ckecing 50 0 - [35.03697984165751, 35.03697984165751, 35.03697984165751, 38.6757102700485, 38.6757102700485] [nan, 0.0, 0.0, 3.6387304283909856, 0.0]- [-0.14966307385642263, -0.18825253653652607, -0.19682699342410104, -0.16016346491046318, -0.12222962689384809] [nan, -0.03858946268010344, -0.008574456887574966, 0.036663528513637855, 0.037933838016615096] 
--- ckecing 51 0 - [35.03697984165751, 35.03697984165751, 38.6757102700485, 38.6757102700485, 43.196017136936085] [nan, 0.0, 3.6387304283909856, 0.0, 4.520306866887587]- [-0.18825253653652607, -0.19682699342410104, -0.16016346491046318, -0.12222962689384809, -0.05393889664741225] [nan, -0.008574456887574966, 0.036663528513637855, 0.037933838016615096, 0.06829073024643584] 
--- ckecing 52 0 - [35.03697984165751, 38.6757102700485, 38.6757102700485, 43.196017136936085, 54.946986979471966] [nan, 3.6387304283909856, 0.0, 4.520306866887587, 11.75096984253588]- [-0.19682699342410104, -0.16016346491046318, -0.12222962689384809, -0.05393889664741225, 0.10139775374529214] [nan, 0.036663528513637855, 0.037933838016615096, 0.06829073024643584, 0.1553366503927044] 
--- ckecing 53 0 - [38.6757102700485, 38.6757102700485, 43.196017136936085, 54.946986979471966, 41.03535666704925] [nan, 0.0, 4.520306866887587, 11.75096984253588, -13.911630312422716]- [-0.16016346491046318, -0.12222962689384809, -0.05393889664741225, 0.10139775374529214, 0.04381927553958165] [nan, 0.037933838016615096, 0.06829073024643584, 0.1553366503927044, -0.05757847820571049] 
--- ckecing 54 0 - [38.6757102700485, 43.196017136936085, 54.946986979471966, 41.03535666704925, 46.07629892669482] [nan, 4.520306866887587, 11.75096984253588, -13.911630312422716, 5.040942259645568]- [-0.12222962689384809, -0.05393889664741225, 0.10139775374529214, 0.04381927553958165, 0.06566831951878838] [nan, 0.06829073024643584, 0.1553366503927044, -0.05757847820571049, 0.021849043979206728] 
--- ckecing 55 0 - [43.196017136936085, 54.946986979471966, 41.03535666704925, 46.07629892669482, 43.956469464188736] [nan, 11.75096984253588, -13.911630312422716, 5.040942259645568, -2.1198294625060825]- [-0.05393889664741225, 0.10139775374529214, 0.04381927553958165, 0.06566831951878838, 0.05431935157733647] [nan, 0.1553366503927044, -0.05757847820571049, 0.021849043979206728, -0.011348967941451904] 
--- ckecing 56 0 - [54.946986979471966, 41.03535666704925, 46.07629892669482, 43.956469464188736, 50.871566422676864] [nan, -13.911630312422716, 5.040942259645568, -2.1198294625060825, 6.915096958488128]- [0.10139775374529214, 0.04381927553958165, 0.06566831951878838, 0.05431935157733647, 0.1304854916310738] [nan, -0.05757847820571049, 0.021849043979206728, -0.011348967941451904, 0.07616614005373734] 
--- ckecing 57 0 - [41.03535666704925, 46.07629892669482, 43.956469464188736, 50.871566422676864, 46.83849931301349] [nan, 5.040942259645568, -2.1198294625060825, 6.915096958488128, -4.033067109663371]- [0.04381927553958165, 0.06566831951878838, 0.05431935157733647, 0.1304854916310738, 0.1257498607123153] [nan, 0.021849043979206728, -0.011348967941451904, 0.07616614005373734, -0.004735630918758504] 
--- ckecing 58 0 - [46.07629892669482, 43.956469464188736, 50.871566422676864, 46.83849931301349, 44.76250087849967] [nan, -2.1198294625060825, 6.915096958488128, -4.033067109663371, -2.0759984345138207]- [0.06566831951878838, 0.05431935157733647, 0.1304854916310738, 0.1257498607123153, 0.09388074291715387] [nan, -0.011348967941451904, 0.07616614005373734, -0.004735630918758504, -0.03186911779516144] 
--- ckecing 59 0 - [43.956469464188736, 50.871566422676864, 46.83849931301349, 44.76250087849967, 39.08141751074401] [nan, 6.915096958488128, -4.033067109663371, -2.0759984345138207, -5.681083367755662]- [0.05431935157733647, 0.1304854916310738, 0.1257498607123153, 0.09388074291715387, -0.010974357612226981] [nan, 0.07616614005373734, -0.004735630918758504, -0.03186911779516144, -0.10485510052938085] 
